Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
Industrial,6,6,2820,2011.0,13,Townhouse,2,0,0,0,5363.0,0.3,0.7,0.0,408886
Hillside,3,2,1493,1967.0,57,Single Family,2,0,0,1,10086.0,1.2,0.2,0.2,291130
University,4,4,1884,2013.0,11,Townhouse,2,1,1,1,4242.0,1.3,2.3,0.1,363789
University,3,4,1775,1979.0,45,Single Family,2,0,0,0,8961.0,1.6,1.5,4.5,233521
Riverside,3,4,1628,1998.0,26,Townhouse,2,0,0,1,10412.0,2.0,0.5,0.2,356435
Hillside,2,2,1040,1990.0,34,Single Family,2,0,0,1,3566.0,1.4,0.5,0.1,171049
Riverside,2,3,1735,1962.0,62,Single Family,2,1,1,1,9943.0,0.2,0.0,0.5,318560
University,4,5,1875,1983.0,41,Single Family,2,0,0,0,10687.0,2.3,7.7,1.1,286033
Hillside,3,4,1918,1974.0,50,Single Family,2,0,1,1,6910.0,0.1,3.5,1.9,344159
Hillside,3,4,1404,2015.0,9,Single Family,1,0,0,1,7530.0,0.0,1.0,0.2,297551
Hillside,3,4,1791,1967.0,57,Condo,2,0,1,1,2637.0,2.2,5.8,2.1,282393
University,3,3,1649,1954.0,70,Duplex,1,0,1,0,7671.0,1.2,2.3,0.9,219903
Riverside,4,4,1974,1968.0,56,Townhouse,2,0,0,1,3423.0,1.8,2.8,1.0,320883
Riverside,6,6,2939,1991.0,33,Single Family,1,0,0,0,5930.0,0.7,2.3,5.2,559109
Hillside,3,3,1712,1967.0,57,Single Family,1,1,1,1,6793.0,0.0,2.8,13.0,317691
Suburban,4,5,1937,1981.0,43,Townhouse,3,0,0,0,4532.0,0.6,0.4,1.9,322968
Uptown,4,5,1928,1970.0,54,Single Family,1,0,1,1,4259.0,1.4,1.7,1.2,374947
University,3,3,1385,1959.0,65,Condo,1,0,1,0,4406.0,0.4,3.8,8.0,165285
Uptown,5,4,2561,1986.0,38,Single Family,0,0,0,0,11662.0,1.7,0.0,2.1,523711
Uptown,2,2,1049,1998.0,26,Duplex,2,0,0,1,7789.0,2.4,0.3,3.9,217851
Riverside,2,2,1300,1962.0,62,Single Family,2,0,0,1,11799.0,0.9,0.6,1.6,206620
Riverside,4,5,2218,2004.0,20,Townhouse,2,1,1,1,6785.0,3.1,0.7,0.7,458000
Suburban,3,2,1741,1966.0,58,Single Family,2,0,0,1,6849.0,2.9,0.4,3.2,256176
Uptown,4,5,1955,1958.0,66,Condo,1,0,1,1,6729.0,3.2,2.0,3.3,370890
Uptown,4,6,2281,1993.0,31,Single Family,0,1,1,0,2000.0,1.6,0.7,1.8,446580
Hillside,1,1,818,1995.0,29,Townhouse,0,1,0,1,9519.0,0.5,0.3,0.9,195158
Riverside,4,4,1833,1957.0,67,Condo,2,0,0,1,7679.0,1.0,4.7,5.3,324013
Uptown,3,2,1643,1986.0,38,Single Family,2,0,0,1,8154.0,1.9,2.4,1.0,323870
Industrial,3,4,1817,1968.0,56,Single Family,1,1,1,0,2000.0,0.4,0.6,3.2,210010
Suburban,3,4,1565,2012.0,12,Single Family,0,1,0,1,,2.0,0.9,1.5,314616
Industrial,5,5,2675,1995.0,29,Single Family,0,1,0,0,6684.0,1.2,2.7,1.9,395495
Industrial,1,2,745,2020.0,4,Single Family,2,0,1,1,8376.0,0.2,3.1,0.7,116838
University,3,4,1573,1975.0,49,Single Family,0,0,0,0,7772.0,1.2,0.4,3.1,244387
University,3,3,1490,1995.0,29,Single Family,0,0,0,0,6543.0,0.1,5.5,0.8,169398
Suburban,4,3,2236,1995.0,29,Townhouse,1,0,0,1,9689.0,0.0,3.1,2.0,362648
Industrial,3,4,1689,1963.0,61,Townhouse,2,1,1,1,11074.0,3.3,3.9,1.2,230146
Uptown,2,3,1104,2012.0,12,Single Family,2,1,0,1,6776.0,1.0,0.3,9.9,306061
Riverside,2,3,1220,2021.0,3,Condo,1,0,0,0,3654.0,1.2,0.3,12.1,261954
Suburban,3,4,1085,1952.0,72,Condo,2,0,1,0,3852.0,0.5,0.7,4.2,187575
Hillside,4,5,2255,,47,Single Family,2,0,0,1,9268.0,1.2,0.1,12.4,436734
Industrial,2,2,1265,1978.0,46,Single Family,3,0,1,1,11887.0,0.3,0.2,0.4,211067
Suburban,2,3,818,1967.0,57,Single Family,0,0,0,0,2559.0,2.1,0.3,14.6,59516
Downtown,5,6,2208,1984.0,40,Townhouse,2,0,0,1,4946.0,2.6,2.5,0.3,508759
Downtown,1,2,815,1996.0,28,Townhouse,1,0,0,0,7002.0,2.9,0.1,1.6,150560
University,6,6,2637,1954.0,70,Single Family,0,0,0,1,2000.0,0.2,0.2,0.8,343038
Riverside,3,3,1858,2008.0,16,Townhouse,2,0,0,0,7710.0,1.2,5.8,9.2,340432
Uptown,4,4,2183,2008.0,16,Single Family,1,1,0,0,,2.5,0.2,3.0,460546
Riverside,2,2,1371,1996.0,28,Single Family,1,0,0,0,9439.0,0.2,1.5,2.7,276274
Riverside,1,1,500,1962.0,62,Townhouse,1,1,0,0,6800.0,0.2,2.1,17.9,71040
Riverside,4,5,1994,1982.0,42,Townhouse,1,0,0,0,6930.0,2.5,6.4,2.8,321373
Riverside,4,5,1960,2011.0,13,Single Family,1,0,0,1,4936.0,2.4,4.6,3.1,403270
Hillside,4,4,1909,1965.0,59,Single Family,1,0,0,0,2686.0,0.9,1.2,0.1,312186
Hillside,2,3,1216,1993.0,31,Condo,2,0,1,0,7437.0,0.2,5.7,5.9,236645
University,4,3,1874,2007.0,17,Single Family,2,0,0,0,9225.0,1.1,1.1,10.5,292736
Suburban,4,3,2143,1955.0,69,Townhouse,0,0,0,1,8048.0,0.8,2.2,9.7,242683
Downtown,3,3,1853,1964.0,60,Single Family,2,0,1,1,11327.0,1.1,0.6,0.7,424214
Riverside,4,5,2236,1953.0,71,Single Family,2,0,0,1,9036.0,0.9,2.0,0.8,386384
University,4,4,2072,2005.0,19,Single Family,0,0,0,1,9978.0,1.3,1.5,1.4,333699
Suburban,3,3,2099,2013.0,11,Single Family,1,0,0,0,8503.0,1.9,1.9,1.1,360321
Downtown,1,1,1127,2017.0,7,Townhouse,2,0,1,0,13577.0,2.2,2.3,1.1,289994
Industrial,3,4,1679,1983.0,41,Single Family,2,0,0,1,6530.0,1.6,0.4,2.8,197414
Uptown,1,1,803,2005.0,19,Single Family,0,0,1,1,10036.0,0.3,0.7,4.9,170285
Hillside,3,4,1967,1981.0,43,Single Family,1,0,1,1,8743.0,0.8,2.7,8.3,383090
Industrial,3,4,1901,1958.0,66,Single Family,2,1,0,1,10214.0,0.1,0.4,0.2,262655
Downtown,1,2,617,2012.0,12,Condo,3,0,1,1,9000.0,0.9,0.8,1.0,230601
Industrial,2,4,1517,2021.0,3,Townhouse,0,1,0,1,7872.0,5.3,2.2,0.9,250849
Uptown,2,1,1269,1982.0,42,Single Family,3,0,0,0,9134.0,1.5,5.6,1.3,251438
University,4,4,1927,1970.0,54,Townhouse,1,0,0,0,9510.0,0.3,0.2,1.7,312014
Downtown,5,6,2104,2004.0,20,Townhouse,1,0,1,1,9900.0,0.5,1.5,1.5,529843
Industrial,1,1,846,2006.0,18,Townhouse,1,0,0,0,12389.0,0.1,0.2,9.1,141049
Hillside,5,6,2497,1951.0,73,Single Family,2,1,0,1,8581.0,0.3,1.0,1.7,483542
Hillside,3,4,2017,1962.0,62,Single Family,1,1,1,1,4707.0,1.0,0.4,2.4,344036
Suburban,2,3,1491,1953.0,71,Single Family,1,0,1,1,8493.0,0.6,2.1,4.1,221363
Industrial,1,3,783,1999.0,25,Condo,2,1,1,0,6665.0,0.3,2.8,3.9,151939
Riverside,3,5,1777,1997.0,27,Townhouse,3,0,0,1,6583.0,0.2,0.6,2.6,345211
Industrial,4,5,2265,1979.0,45,Single Family,1,0,0,1,7035.0,1.6,2.5,5.9,282821
University,4,4,2117,1978.0,46,Single Family,0,0,0,1,5291.0,1.2,1.2,2.9,303426
Downtown,1,2,782,1957.0,67,Single Family,2,1,1,0,2000.0,2.8,0.7,6.2,115965
Downtown,1,1,793,1961.0,63,Single Family,2,0,0,0,12425.0,0.3,1.5,1.1,176726
University,3,3,1777,1990.0,34,Duplex,0,1,1,1,6534.0,2.8,1.0,0.4,258077
Industrial,2,3,1382,1975.0,49,Single Family,3,0,0,1,2856.0,1.3,0.5,5.1,162188
University,2,2,1241,1999.0,25,Single Family,0,0,1,1,8536.0,0.5,2.8,1.4,170364
Uptown,2,2,776,1951.0,73,Duplex,2,0,1,1,9846.0,0.5,3.2,3.2,181954
University,4,4,1841,2004.0,20,Single Family,1,0,1,1,7465.0,0.7,3.2,4.0,314436
Hillside,5,6,2623,2005.0,19,Townhouse,2,0,0,1,4134.0,0.9,1.0,1.2,556920
University,3,4,1273,1963.0,61,Single Family,1,0,0,0,3753.0,0.1,0.4,2.1,151343
Downtown,5,6,2736,1955.0,69,Single Family,2,1,0,1,14844.0,2.8,3.7,6.8,636412
Hillside,2,2,1507,2010.0,14,Single Family,3,0,0,0,3768.0,0.2,0.8,6.4,274757
Downtown,3,4,1708,1961.0,63,Townhouse,1,0,0,0,3112.0,1.0,2.8,4.2,269413
Suburban,2,3,1419,1962.0,62,Single Family,2,1,1,0,7073.0,0.7,3.4,4.3,229563
Riverside,3,3,1805,1968.0,56,Single Family,1,0,0,1,10465.0,1.1,2.9,6.8,316575
Downtown,5,5,2476,1993.0,31,Townhouse,2,0,1,0,12975.0,3.3,1.0,4.0,626790
Hillside,3,3,1425,2008.0,16,Single Family,3,0,0,0,7360.0,6.8,5.6,1.2,274381
Suburban,3,5,1893,1986.0,38,Single Family,2,0,0,1,7318.0,0.0,2.2,0.4,330442
Downtown,3,4,1981,1974.0,50,Single Family,2,0,0,0,4148.0,0.7,1.7,1.6,382912
Uptown,2,4,1058,1965.0,59,Single Family,3,1,1,1,11264.0,2.6,2.4,0.3,270936
University,4,4,1817,1987.0,37,Townhouse,0,0,0,1,7790.0,0.6,0.1,0.4,280954
Riverside,3,4,1672,1992.0,32,Townhouse,1,0,1,1,7888.0,1.6,1.0,9.0,332628
Downtown,3,4,1574,1963.0,61,Duplex,2,0,0,0,9300.0,7.3,4.3,3.4,304004
Suburban,3,4,1728,1955.0,69,Townhouse,1,0,1,0,8905.0,1.6,0.4,5.7,257071
Uptown,3,5,1941,1972.0,52,Single Family,2,0,0,1,7579.0,0.2,1.1,3.1,366685
Industrial,1,1,500,2009.0,15,Condo,2,0,0,1,11962.0,2.8,1.0,1.6,72183
Suburban,3,3,2016,1961.0,63,Single Family,0,0,1,0,3188.0,5.1,0.9,0.1,273393
University,2,3,1218,1962.0,62,Single Family,1,1,1,1,8633.0,1.9,1.7,9.4,173275
Suburban,4,5,2202,1955.0,69,Single Family,1,0,0,1,9221.0,0.8,11.1,0.2,351051
Uptown,4,5,2223,2012.0,12,Single Family,2,0,1,0,6762.0,4.4,0.6,2.8,495756
Suburban,4,4,2247,1987.0,37,Townhouse,1,0,0,1,9849.0,5.2,2.4,0.3,411072
Uptown,3,4,1712,1999.0,25,Single Family,0,0,1,0,9989.0,4.1,2.8,1.0,368366
Downtown,3,3,1759,2001.0,23,Single Family,2,1,0,1,11329.0,0.8,1.8,0.6,464530
Uptown,2,2,1357,1989.0,35,Single Family,2,0,0,1,7665.0,2.3,0.2,2.4,274993
Uptown,4,5,1973,1957.0,67,Single Family,3,0,0,0,7348.0,1.6,1.7,6.5,376284
Riverside,2,3,948,2010.0,14,Single Family,3,0,1,1,9617.0,0.3,6.1,3.0,260239
Uptown,3,3,1456,1957.0,67,Townhouse,2,0,1,1,7407.0,1.2,0.8,3.3,274055
Uptown,2,2,1279,1983.0,41,Single Family,0,0,0,1,3435.0,2.1,2.0,7.2,210361
Industrial,2,2,1142,2009.0,15,Condo,2,0,1,1,10587.0,3.4,6.4,4.2,165859
Downtown,3,3,1543,2006.0,18,Single Family,1,1,0,1,2497.0,3.0,3.2,6.0,321156
University,1,2,1259,1995.0,29,Single Family,2,0,1,1,9205.0,0.3,2.3,1.6,207747
Riverside,4,6,2271,,53,Townhouse,2,0,0,0,15615.0,1.0,7.1,6.0,378947
Industrial,2,2,1249,1989.0,35,Condo,2,0,0,0,9599.0,1.0,0.4,3.1,179296
Hillside,1,2,1034,1994.0,30,Single Family,1,0,0,1,5917.0,3.4,3.0,0.4,194441
Downtown,3,4,1615,2004.0,20,Townhouse,0,0,0,1,6645.0,0.0,1.0,0.1,385276
Downtown,1,2,922,2000.0,24,Duplex,2,0,0,0,9111.0,2.0,0.9,0.8,200702
Hillside,2,2,1388,1954.0,70,Duplex,0,0,1,1,7935.0,1.4,1.5,1.4,246741
University,4,6,2016,1962.0,62,Townhouse,3,1,0,1,10268.0,3.8,0.1,5.5,365081
Uptown,1,1,762,1977.0,47,Townhouse,2,0,1,1,12350.0,0.9,0.7,4.1,187637
Industrial,4,4,2344,2011.0,13,Single Family,2,1,1,0,11943.0,1.6,0.4,9.3,392612
Suburban,1,1,1022,1973.0,51,Condo,3,0,0,1,4532.0,5.4,0.3,2.5,160432
Riverside,2,2,849,1956.0,68,Single Family,2,0,0,1,8047.0,2.0,0.8,4.1,123886
Suburban,4,4,1966,1987.0,37,Duplex,1,0,1,1,9478.0,0.1,3.2,1.0,330327
Hillside,2,2,1143,1986.0,38,Single Family,1,0,1,0,12550.0,0.3,0.4,3.4,263772
Downtown,2,2,1175,2017.0,7,Single Family,2,0,1,1,,2.6,1.5,3.7,245623
University,3,4,1872,1991.0,33,Single Family,2,0,1,1,5948.0,0.6,2.8,5.7,271793
Downtown,2,3,1303,1954.0,70,Single Family,2,0,0,1,9305.0,1.8,0.6,2.3,240352
Riverside,4,4,1822,,11,Single Family,3,1,1,0,13457.0,1.8,5.2,3.1,433760
Downtown,2,3,1223,1999.0,25,Single Family,0,0,0,1,7242.0,7.6,4.0,0.7,225977
Downtown,4,5,2208,1964.0,60,Townhouse,1,0,0,0,5895.0,1.0,0.6,4.0,430195
Riverside,4,5,2056,2022.0,2,Townhouse,0,1,1,0,,2.0,9.1,5.5,441300
Industrial,3,3,1571,2002.0,22,Single Family,2,0,1,0,6047.0,0.1,2.2,2.7,254167
Industrial,5,6,2566,1974.0,50,Townhouse,0,0,1,0,10480.0,0.9,0.7,0.4,357917
Riverside,3,5,2023,1958.0,66,Single Family,0,0,0,1,,0.3,2.3,1.1,284698
University,5,6,2592,1987.0,37,Single Family,2,0,1,0,11877.0,2.8,2.2,1.9,413701
Hillside,1,1,1160,1971.0,53,Townhouse,1,0,1,1,9485.0,2.7,1.9,3.4,213837
Downtown,3,4,1584,1998.0,26,Condo,2,0,1,1,10090.0,0.4,2.5,1.2,397397
University,3,4,1698,2017.0,7,Single Family,1,1,0,1,10068.0,0.6,0.6,5.5,328421
Downtown,3,4,1694,1964.0,60,Single Family,1,0,1,1,,1.8,7.7,1.4,380328
Hillside,3,3,1723,2014.0,10,Single Family,1,0,0,1,7071.0,2.0,3.9,0.1,347262
Industrial,4,4,2188,2003.0,21,Single Family,2,0,1,1,5065.0,1.6,2.7,4.7,297644
University,1,2,716,1979.0,45,Single Family,1,0,1,1,6571.0,8.6,0.1,3.1,93378
Uptown,2,3,1429,1969.0,55,Duplex,1,1,1,1,10779.0,3.0,1.8,4.9,294972
Uptown,4,4,1774,1982.0,42,Condo,1,0,0,1,2700.0,0.8,2.5,1.3,330949
Uptown,3,5,1432,1956.0,68,Townhouse,0,0,0,1,2001.0,0.6,3.8,0.1,217520
Industrial,5,5,2927,1957.0,67,Single Family,2,0,0,1,8673.0,1.4,5.8,0.2,340375
Industrial,4,5,1997,1977.0,47,Townhouse,0,0,0,1,10532.0,2.6,5.0,0.4,278550
Hillside,5,6,2645,1994.0,30,Single Family,3,0,1,0,10939.0,1.0,1.0,4.9,562198
Downtown,4,5,2439,2022.0,2,Single Family,1,0,0,0,5147.0,2.0,4.5,1.1,509001
Hillside,2,4,837,2023.0,1,Single Family,2,0,0,1,4461.0,0.0,0.0,18.5,190941
Hillside,2,2,1525,1960.0,64,Townhouse,2,0,1,0,5941.0,3.9,0.9,4.3,215255
Industrial,4,5,2229,1980.0,44,Condo,2,0,0,1,6821.0,2.2,0.2,2.8,259939
Uptown,3,3,2028,1961.0,63,Single Family,2,0,1,0,6994.0,0.8,4.3,12.3,344744
Suburban,1,2,663,2000.0,24,Single Family,1,0,0,1,8363.0,0.7,5.3,1.1,112026
Downtown,3,4,1990,1993.0,31,Single Family,2,1,0,1,12216.0,0.2,0.6,0.5,509750
Industrial,5,6,2352,1999.0,25,Condo,1,0,1,0,7817.0,2.5,0.9,4.0,352715
Uptown,3,3,1910,1966.0,58,Single Family,1,1,0,1,10812.0,2.2,8.3,1.0,337577
University,3,4,1692,1984.0,40,Single Family,2,0,0,1,9963.0,1.5,1.7,9.7,244323
Suburban,3,3,1854,1950.0,74,Townhouse,1,0,0,1,5869.0,0.2,1.4,13.3,209399
Suburban,2,1,1309,1978.0,46,Single Family,2,0,0,1,9929.0,0.5,1.4,7.8,165002
Industrial,3,4,1332,2000.0,24,Single Family,1,0,1,0,9723.0,0.9,2.4,8.7,214237
Riverside,3,3,1075,2013.0,11,Single Family,2,0,1,1,7998.0,0.5,6.2,2.9,262588
Downtown,1,2,941,1953.0,71,Townhouse,3,0,0,0,8521.0,0.9,0.9,3.5,150443
Suburban,4,4,2047,1977.0,47,Single Family,2,0,1,1,7826.0,0.4,0.4,0.3,331555
Industrial,3,3,1779,1965.0,59,Duplex,2,0,1,1,4723.0,0.6,0.4,4.3,187374
Industrial,4,5,2049,2012.0,12,Townhouse,2,0,1,1,15097.0,1.6,0.0,0.7,343909
Uptown,4,5,2503,2002.0,22,Single Family,3,0,0,1,11166.0,3.3,1.6,5.5,521612
University,2,2,1346,1966.0,58,Single Family,1,0,1,1,9581.0,0.7,5.3,9.8,153409
Riverside,3,4,1610,1989.0,35,Single Family,2,0,0,0,6784.0,1.8,2.5,0.7,304373
Downtown,3,4,1767,1962.0,62,Single Family,1,0,1,1,7724.0,0.2,9.9,0.2,353687
Hillside,4,5,2014,2001.0,23,Condo,0,0,1,1,4485.0,1.2,4.8,2.0,372710
University,2,2,1318,2007.0,17,Condo,0,0,0,0,9409.0,3.8,1.4,4.7,182424
University,3,4,1456,1986.0,38,Single Family,1,0,0,1,9008.0,0.0,1.3,4.4,251885
Uptown,3,4,1698,2010.0,14,Single Family,2,0,0,1,7380.0,0.5,2.0,3.6,388418
Suburban,2,3,1204,,41,Single Family,2,0,0,0,8089.0,0.2,0.2,5.2,188535
Suburban,2,2,1075,2019.0,5,Single Family,2,1,0,1,7104.0,1.1,1.9,0.6,271002
Uptown,3,4,2095,1966.0,58,Single Family,2,0,1,1,6517.0,1.7,1.2,3.2,376892
Industrial,4,5,1883,1969.0,55,Single Family,0,1,0,0,5670.0,0.1,2.1,2.8,268040
Suburban,2,3,1301,2022.0,2,Duplex,1,0,0,1,4937.0,0.1,1.7,0.5,217619
Riverside,3,3,1539,2008.0,16,Single Family,1,1,0,1,5894.0,3.1,0.7,1.6,317060
Downtown,3,4,1759,2018.0,6,Single Family,2,1,0,1,6124.0,0.9,1.9,5.7,427969
University,4,5,1845,1982.0,42,Condo,0,0,0,1,11267.0,0.9,0.9,10.7,258265
University,2,2,1468,1966.0,58,Single Family,2,0,1,1,6144.0,4.3,0.4,3.3,178075
Riverside,4,4,2507,2006.0,18,Single Family,3,0,0,1,2000.0,0.6,2.2,7.7,424879
Suburban,2,3,1132,1950.0,74,Single Family,2,0,1,0,8875.0,3.4,0.7,0.4,187538
University,3,2,1943,1962.0,62,Single Family,2,1,0,1,9870.0,5.5,4.4,11.1,241473
Hillside,1,3,823,1976.0,48,Duplex,2,1,1,0,,0.4,0.4,0.1,218522
Downtown,2,3,1601,2019.0,5,Condo,1,0,0,1,8498.0,1.1,1.8,2.2,364415
Downtown,3,4,2137,2008.0,16,Condo,0,1,1,1,4579.0,1.1,1.7,1.0,464511
University,2,2,1253,1955.0,69,Condo,2,1,1,0,5603.0,3.0,0.4,5.0,179691
Uptown,4,4,1795,1972.0,52,Single Family,2,0,1,1,9800.0,0.5,1.2,0.7,375912
University,1,3,1089,1959.0,65,Condo,2,0,1,1,12377.0,2.4,2.3,0.0,150189
Uptown,3,3,1744,,24,Duplex,0,0,1,0,4571.0,5.3,0.8,1.6,299342
University,2,3,1400,1968.0,56,Single Family,2,0,1,0,8635.0,2.8,0.2,0.2,161747
Hillside,1,1,832,2000.0,24,Single Family,0,0,1,1,6335.0,3.6,1.9,1.0,158464
Industrial,2,2,1123,2017.0,7,Single Family,0,0,1,0,5527.0,1.8,0.5,3.1,155877
Downtown,3,2,1932,1991.0,33,Single Family,1,0,1,1,8104.0,3.5,2.3,1.0,416065
University,3,4,1763,2006.0,18,Single Family,1,0,0,1,7599.0,0.3,3.7,0.8,287904
Hillside,3,5,1411,2017.0,7,Condo,0,1,0,1,2000.0,1.9,0.3,0.5,298878
Uptown,3,3,1837,1987.0,37,Condo,0,0,1,0,8604.0,2.0,1.2,0.4,355554
Uptown,3,3,1797,2011.0,13,Single Family,2,0,0,1,8984.0,0.9,1.2,2.2,389966
Downtown,1,1,834,1956.0,68,Single Family,2,1,1,0,10241.0,0.1,2.0,3.4,206480
Riverside,3,4,2023,2020.0,4,Condo,2,0,0,1,6281.0,1.5,0.8,1.8,415222
University,5,5,2376,1999.0,25,Townhouse,1,0,0,1,3236.0,0.1,1.1,0.4,323784
Suburban,3,4,1666,2001.0,23,Single Family,3,0,1,1,6736.0,0.7,0.0,3.1,332225
Uptown,3,4,1853,1975.0,49,Townhouse,0,0,0,1,,0.8,0.3,2.4,381200
Industrial,2,3,1315,1975.0,49,Condo,0,1,0,1,7772.0,10.2,1.7,1.4,133529
Industrial,4,4,1823,1968.0,56,Condo,2,0,0,1,10547.0,0.5,0.5,1.2,253306
Uptown,4,6,2136,1958.0,66,Single Family,0,0,0,0,4097.0,2.6,0.3,0.6,331542
Riverside,3,3,1617,2010.0,14,Single Family,2,0,1,1,10436.0,0.1,0.8,0.5,353347
Riverside,5,4,2671,1969.0,55,Condo,2,1,0,0,8747.0,1.1,0.4,1.2,470033
Hillside,2,3,1330,1999.0,25,Single Family,3,0,1,1,6935.0,1.2,0.1,0.1,295549
Industrial,1,2,918,1971.0,53,Townhouse,2,1,0,1,11211.0,1.5,0.7,1.7,148121
Hillside,4,4,1890,1962.0,62,Single Family,3,0,1,1,8720.0,2.5,0.4,2.8,364826
Industrial,4,4,2053,1961.0,63,Single Family,0,1,0,1,5047.0,2.2,3.2,8.5,247000
University,2,3,1494,1959.0,65,Single Family,2,0,0,0,10945.0,2.1,0.1,2.9,184258
University,2,2,1144,2014.0,10,Single Family,0,0,0,1,7274.0,0.8,2.8,2.9,159628
Suburban,1,2,893,1979.0,45,Condo,2,0,0,0,8110.0,2.0,1.0,1.4,176809
University,2,3,1112,1957.0,67,Single Family,2,1,0,0,5410.0,1.0,2.2,0.4,176760
Suburban,4,4,1863,1970.0,54,Condo,0,0,1,0,7844.0,0.1,0.1,1.8,309090
University,3,3,1683,1971.0,53,Condo,2,1,0,1,5161.0,3.3,5.1,2.7,228289
Downtown,2,2,1334,1967.0,57,Single Family,0,0,0,1,7483.0,3.3,2.9,3.9,277365
University,3,4,2098,2015.0,9,Townhouse,1,0,0,1,8092.0,0.6,0.3,5.2,359063
Hillside,1,2,808,1997.0,27,Single Family,3,0,1,0,9817.0,3.7,0.5,0.9,180396
Uptown,2,2,1289,1993.0,31,Townhouse,0,0,0,1,3780.0,2.1,2.1,0.8,201539
Hillside,3,4,1449,1958.0,66,Single Family,0,0,0,1,11008.0,0.8,5.1,2.5,267720
Uptown,5,6,2622,,8,Single Family,1,0,0,1,11102.0,0.6,1.2,2.5,579941
Riverside,4,4,2179,2003.0,21,Single Family,2,0,1,0,7433.0,5.5,1.3,0.7,387444
Hillside,1,3,1197,1975.0,49,Townhouse,0,1,1,1,8387.0,1.9,0.5,2.7,263697
Riverside,4,4,2322,1975.0,49,Condo,1,0,0,1,8919.0,0.7,1.0,1.3,418998
Suburban,4,3,2170,1983.0,41,Single Family,2,0,0,0,,1.5,0.7,3.1,337475
Suburban,4,4,2005,1957.0,67,Single Family,0,1,0,1,9810.0,1.3,0.9,1.0,329655
Downtown,3,3,1740,1959.0,65,Single Family,1,0,1,0,6838.0,1.1,0.0,2.7,332123
University,3,3,1677,1997.0,27,Condo,2,0,0,1,5719.0,1.6,0.1,4.4,239219
Hillside,2,1,1490,2004.0,20,Single Family,2,0,1,0,9284.0,1.2,2.3,11.8,269155
Riverside,1,3,1065,2003.0,21,Townhouse,2,0,0,0,3422.0,1.6,2.3,7.3,214650
Uptown,2,3,1240,1989.0,35,Single Family,0,0,0,1,9857.0,3.6,0.8,2.1,233843
Suburban,2,3,1007,1964.0,60,Single Family,3,0,0,1,10167.0,7.5,4.3,2.0,108265
University,3,3,1966,1967.0,57,Condo,3,1,1,1,5653.0,1.9,0.6,1.7,300828
Suburban,4,4,2216,1972.0,52,Townhouse,0,0,1,1,12266.0,3.9,1.0,0.1,388650
Uptown,3,2,1636,2011.0,13,Townhouse,0,0,1,1,6946.0,2.9,2.6,0.5,338944
University,1,2,1008,1995.0,29,Single Family,3,0,0,1,6688.0,0.5,2.7,0.2,119337
University,5,6,2514,1988.0,36,Condo,1,0,0,1,6039.0,4.1,3.9,3.6,359638
Riverside,5,5,2763,1964.0,60,Single Family,2,0,0,1,9344.0,0.1,0.1,1.6,480885
Riverside,4,4,1714,2002.0,22,Condo,2,1,0,1,6825.0,0.6,0.4,0.2,408716
Hillside,6,6,2820,,11,Single Family,2,0,0,1,3688.0,1.5,2.0,3.5,544554
Hillside,3,3,2019,2012.0,12,Single Family,2,1,0,0,9024.0,1.1,0.8,3.1,432797
Industrial,5,5,2612,1965.0,59,Single Family,0,0,0,1,7126.0,1.2,0.1,3.8,332501
Industrial,1,2,1254,2019.0,5,Single Family,1,0,0,0,11257.0,2.4,1.8,2.7,159651
Downtown,3,4,1455,2015.0,9,Single Family,2,0,1,1,8926.0,0.3,1.0,0.5,387899
Suburban,2,2,1514,1962.0,62,Condo,2,0,0,1,8798.0,6.0,0.9,0.2,213237
Hillside,2,1,1502,1996.0,28,Townhouse,2,0,1,1,11043.0,0.9,0.6,5.1,235730
Riverside,2,4,963,1958.0,66,Duplex,3,1,0,0,8480.0,4.5,0.0,0.7,226375
Uptown,3,3,1640,2012.0,12,Single Family,2,0,1,1,10346.0,0.7,0.4,2.3,368683
Riverside,4,3,2078,1983.0,41,Single Family,1,0,0,0,6050.0,1.4,1.3,2.0,352548
Suburban,3,3,1376,1978.0,46,Condo,2,1,0,1,12938.0,0.9,0.6,7.6,254156
Industrial,2,1,1245,1986.0,38,Single Family,1,0,1,1,8826.0,1.7,4.1,2.4,179810
Riverside,4,4,2274,1992.0,32,Single Family,0,0,0,0,4394.0,0.3,0.3,2.6,386212
Downtown,3,4,1621,2013.0,11,Condo,1,0,1,1,8413.0,0.8,4.2,1.2,409251
Suburban,3,3,1748,1973.0,51,Single Family,2,0,1,0,8559.0,0.1,1.0,9.6,287787
Industrial,3,3,1749,,4,Single Family,3,1,0,1,8374.0,1.4,0.6,2.8,302961
Uptown,2,3,1297,1983.0,41,Condo,1,0,1,1,2000.0,4.9,0.7,0.0,197330
Industrial,2,3,1158,1997.0,27,Single Family,1,1,1,0,6355.0,0.1,0.8,2.4,178947
University,5,6,2631,1961.0,63,Condo,2,0,0,0,3851.0,1.6,1.4,1.4,380695
Downtown,2,3,982,1972.0,52,Single Family,2,0,1,1,3894.0,2.2,0.9,0.1,193661
